ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-06-22,49.580962327431706,57.70441023350241,81.2993508693923,49.580962327431706,49.580962327431706,19.364047487550096,19.364047487550096,19.364047487550096,-0.39565726122915074,-0.39565726122915074,-0.39565726122915074,19.75970474877925,19.75970474877925,19.75970474877925,0.0,0.0,0.0,68.9450098149818
2018-06-23,49.57826314142077,56.29625291372941,79.54410508902086,49.57826314142077,49.57826314142077,18.592510735404996,18.592510735404996,18.592510735404996,-1.4390651605090798,-1.4390651605090798,-1.4390651605090798,20.031575895914077,20.031575895914077,20.031575895914077,0.0,0.0,0.0,68.17077387682576
2018-06-24,49.57556395540984,58.13153320618747,80.9734436368603,49.57556395540984,49.57556395540984,20.445241568332847,20.445241568332847,20.445241568332847,0.13433360622991938,0.13433360622991938,0.13433360622991938,20.310907962102927,20.310907962102927,20.310907962102927,0.0,0.0,0.0,70.0208055237427
2018-06-25,49.57286476939891,58.655277989698455,81.0879539734634,49.57286476939891,49.57286476939891,20.44995861758354,20.44995861758354,20.44995861758354,-0.14507947404092125,-0.14507947404092125,-0.14507947404092125,20.59503809162446,20.59503809162446,20.59503809162446,0.0,0.0,0.0,70.02282338698245
2018-06-26,49.57016558338798,59.00825748069323,82.91019921635149,49.57016558338798,49.57016558338798,20.887755931107527,20.887755931107527,20.887755931107527,0.006713555028048547,0.006713555028048547,0.006713555028048547,20.88104237607948,20.88104237607948,20.88104237607948,0.0,0.0,0.0,70.45792151449551
2018-06-27,49.56746639737705,59.26303369072022,83.51124408983831,49.56746639737705,49.56746639737705,22.02507363995903,22.02507363995903,22.02507363995903,0.8592786545197612,0.8592786545197612,0.8592786545197612,21.16579498543927,21.16579498543927,21.16579498543927,0.0,0.0,0.0,71.59254003733608
2018-06-28,49.56476721136613,60.00590471452461,83.1270256243863,49.56476721136613,49.56476721136613,22.425507594741738,22.425507594741738,22.425507594741738,0.9794760799988265,0.9794760799988265,0.9794760799988265,21.446031514742913,21.446031514742913,21.446031514742913,0.0,0.0,0.0,71.99027480610786
2018-06-29,49.56206802619471,59.153581517856644,82.55788313785031,49.56206802619471,49.56206802619471,21.32275804646458,21.32275804646458,21.32275804646458,-0.395657261225386,-0.395657261225386,-0.395657261225386,21.718415307689966,21.718415307689966,21.718415307689966,0.0,0.0,0.0,70.88482607265928
2018-06-30,49.559368841023286,58.161927225339184,81.68902225268184,49.559368841023286,49.559368841023286,20.540540288987145,20.540540288987145,20.540540288987145,-1.4390651605093914,-1.4390651605093914,-1.4390651605093914,21.979605449496535,21.979605449496535,21.979605449496535,0.0,0.0,0.0,70.09990913001043
2018-07-01,49.55666965585187,59.247195299871166,83.93950019420399,49.55666965585187,49.55666965585187,22.360658684409938,22.360658684409938,22.360658684409938,0.13433360623082855,0.13433360623082855,0.13433360623082855,22.22632507817911,22.22632507817911,22.22632507817911,0.0,0.0,0.0,71.9173283402618
